0000    17-04-2017 15:53:40    Clear Log             
0769    18-04-2017 06:20:19    Alarm Stop            Motion Detect, Channel 4
0770    18-04-2017 06:26:17    Log In                admin<Xm030:192.168.1.118>
0771    18-04-2017 06:27:05    Log Out               admin<Xm030:192.168.1.118>
0772    18-04-2017 06:27:54    Log In                admin<Web:0.0.0.0>
0773    18-04-2017 06:28:01    Log In                admin<Web:0.0.0.0>
0774    18-04-2017 06:28:02    Log Out               admin<Web:0.0.0.0>
0775    18-04-2017 06:29:01    Export log            711A842E127115DC7D18839B8BFAC159(English)
0776    18-04-2017 06:29:08    Log Out               admin<Web:0.0.0.0>
0777    18-04-2017 06:30:48    Log In                admin<Web:0.0.0.0>
0778    18-04-2017 06:30:55    Log In                admin<Web:0.0.0.0>
0779    18-04-2017 06:30:57    Log Out               admin<Web:0.0.0.0>
0780    18-04-2017 06:31:09    Log Out               admin<Web:0.0.0.0>
0781    18-04-2017 06:34:43    Alarm Start           Motion Detect, Channel 3
0782    18-04-2017 06:34:47    Alarm Stop            Motion Detect, Channel 3
0783    18-04-2017 06:34:53    Alarm Start           Motion Detect, Channel 3
0784    18-04-2017 06:34:57    Alarm Stop            Motion Detect, Channel 3
0785    18-04-2017 06:43:54    Alarm Start           Motion Detect, Channel 3
0786    18-04-2017 06:44:02    Alarm Stop            Motion Detect, Channel 3
0787    18-04-2017 06:44:08    Alarm Start           Motion Detect, Channel 3
0788    18-04-2017 06:44:12    Alarm Stop            Motion Detect, Channel 3
0789    18-04-2017 06:46:31    Alarm Start           Motion Detect, Channel 2
0790    18-04-2017 06:46:31    Alarm Start           Motion Detect, Channel 3
0791    18-04-2017 06:46:33    Alarm Stop            Motion Detect, Channel 2
0792    18-04-2017 06:46:35    Alarm Stop            Motion Detect, Channel 3
0793    18-04-2017 06:46:42    Alarm Start           Motion Detect, Channel 3
0794    18-04-2017 06:46:46    Alarm Stop            Motion Detect, Channel 3
0795    18-04-2017 06:52:38    Alarm Start           Motion Detect, Channel 2
0796    18-04-2017 06:52:38    Alarm Start           Motion Detect, Channel 3
0797    18-04-2017 06:52:39    Alarm Start           Motion Detect, Channel 1
0798    18-04-2017 06:52:40    Alarm Stop            Motion Detect, Channel 1
0799    18-04-2017 06:52:40    Alarm Stop            Motion Detect, Channel 2
0800    18-04-2017 06:52:44    Alarm Stop            Motion Detect, Channel 3
0801    18-04-2017 06:52:50    Alarm Start           Motion Detect, Channel 3
0802    18-04-2017 06:52:54    Alarm Stop            Motion Detect, Channel 3
0803    18-04-2017 06:55:57    Alarm Start           Motion Detect, Channel 3
0804    18-04-2017 06:56:05    Alarm Stop            Motion Detect, Channel 3
0805    18-04-2017 06:56:11    Alarm Start           Motion Detect, Channel 3
0806    18-04-2017 06:56:15    Alarm Stop            Motion Detect, Channel 3
0807    18-04-2017 07:00:02    Shut Down             2017- 4-18 07:00:02 
0808    18-04-2017 07:00:40    Reboot                2017- 4-18 07:00:02
0809    18-04-2017 07:00:40    Log In                default<GUI>
0810    18-04-2017 07:03:57    Log In                admin<Xm030:192.168.1.118>
0811    18-04-2017 07:08:53    Log Out               admin<Xm030:192.168.1.118>
0812    18-04-2017 07:08:53    Log In                admin<Xm030:192.168.1.118>
0813    18-04-2017 07:09:54    Log Out               admin<Xm030:192.168.1.118>
0814    18-04-2017 07:09:55    Log In                admin<Xm030:0.0.0.0>
0815    18-04-2017 07:19:45    Alarm Start           Motion Detect, Channel 3
0816    18-04-2017 07:19:49    Alarm Stop            Motion Detect, Channel 3
0817    18-04-2017 07:21:20    Alarm Start           Motion Detect, Channel 4
0818    18-04-2017 07:21:21    Alarm Stop            Motion Detect, Channel 4
0819    18-04-2017 07:21:29    Alarm Start           Motion Detect, Channel 4
0820    18-04-2017 07:21:29    Alarm Stop            Motion Detect, Channel 4
0821    18-04-2017 07:24:12    Alarm Start           Motion Detect, Channel 3
0822    18-04-2017 07:24:13    Alarm Stop            Motion Detect, Channel 3
0823    18-04-2017 07:24:15    Alarm Start           Motion Detect, Channel 3
0824    18-04-2017 07:24:15    Alarm Stop            Motion Detect, Channel 3
0825    18-04-2017 07:24:47    Alarm Start           Motion Detect, Channel 3
0826    18-04-2017 07:24:48    Alarm Stop            Motion Detect, Channel 3
0827    18-04-2017 07:24:49    Alarm Start           Motion Detect, Channel 3
0828    18-04-2017 07:24:50    Alarm Stop            Motion Detect, Channel 3
0829    18-04-2017 07:24:51    Alarm Start           Motion Detect, Channel 3
0830    18-04-2017 07:24:52    Alarm Stop            Motion Detect, Channel 3
0831    18-04-2017 07:24:59    Alarm Start           Motion Detect, Channel 3
0832    18-04-2017 07:25:00    Alarm Start           Motion Detect, Channel 4
0833    18-04-2017 07:25:00    Alarm Stop            Motion Detect, Channel 3
0834    18-04-2017 07:25:00    Alarm Stop            Motion Detect, Channel 4
0835    18-04-2017 07:25:44    Alarm Start           Motion Detect, Channel 3
0836    18-04-2017 07:25:46    Alarm Stop            Motion Detect, Channel 3
0837    18-04-2017 07:26:10    Log Out               admin<Xm030:0.0.0.0>
0838    18-04-2017 07:26:36    Alarm Start           Motion Detect, Channel 3
0839    18-04-2017 07:26:36    Alarm Stop            Motion Detect, Channel 3
0840    18-04-2017 07:26:44    Alarm Start           Motion Detect, Channel 1
0841    18-04-2017 07:26:44    Alarm Stop            Motion Detect, Channel 1
0842    18-04-2017 07:27:09    Alarm Start           Motion Detect, Channel 1
0843    18-04-2017 07:27:09    Alarm Start           Motion Detect, Channel 3
0844    18-04-2017 07:27:14    Alarm Stop            Motion Detect, Channel 3
0845    18-04-2017 07:27:15    Alarm Start           Motion Detect, Channel 3
0846    18-04-2017 07:27:16    Alarm Stop            Motion Detect, Channel 3
0847    18-04-2017 07:27:17    Alarm Start           Motion Detect, Channel 3
0848    18-04-2017 07:27:18    Alarm Stop            Motion Detect, Channel 1
0849    18-04-2017 07:27:18    Alarm Stop            Motion Detect, Channel 3
0850    18-04-2017 07:27:20    Alarm Start           Motion Detect, Channel 3
0851    18-04-2017 07:27:20    Alarm Stop            Motion Detect, Channel 3
0852    18-04-2017 07:27:24    Alarm Start           Motion Detect, Channel 3
0853    18-04-2017 07:27:25    Alarm Start           Motion Detect, Channel 1
0854    18-04-2017 07:27:25    Alarm Stop            Motion Detect, Channel 1
0855    18-04-2017 07:27:26    Alarm Stop            Motion Detect, Channel 3
0856    18-04-2017 07:27:27    Alarm Start           Motion Detect, Channel 3
0857    18-04-2017 07:27:27    Alarm Stop            Motion Detect, Channel 3
0858    18-04-2017 07:32:04    Log In                admin<Xm030:0.0.0.0>
0859    18-04-2017 07:32:40    Log Out               admin<Xm030:0.0.0.0>
0860    18-04-2017 07:34:22    Alarm Start           Motion Detect, Channel 3
0861    18-04-2017 07:34:23    Alarm Start           Motion Detect, Channel 2
0862    18-04-2017 07:34:24    Alarm Stop            Motion Detect, Channel 2
0863    18-04-2017 07:34:25    Alarm Start           Motion Detect, Channel 1
0864    18-04-2017 07:34:26    Alarm Stop            Motion Detect, Channel 1
0865    18-04-2017 07:34:26    Alarm Stop            Motion Detect, Channel 3
0866    18-04-2017 07:36:35    Alarm Start           Motion Detect, Channel 2
0867    18-04-2017 07:36:35    Alarm Stop            Motion Detect, Channel 2
0868    18-04-2017 07:36:37    Alarm Start           Motion Detect, Channel 2
0869    18-04-2017 07:36:37    Alarm Start           Motion Detect, Channel 3
0870    18-04-2017 07:36:39    Alarm Stop            Motion Detect, Channel 2
0871    18-04-2017 07:36:40    Alarm Start           Motion Detect, Channel 1
0872    18-04-2017 07:36:42    Alarm Stop            Motion Detect, Channel 1
0873    18-04-2017 07:36:42    Alarm Stop            Motion Detect, Channel 3
0874    18-04-2017 07:38:07    Alarm Start           Motion Detect, Channel 2
0875    18-04-2017 07:38:07    Alarm Start           Motion Detect, Channel 3
0876    18-04-2017 07:38:09    Alarm Start           Motion Detect, Channel 1
0877    18-04-2017 07:38:09    Alarm Stop            Motion Detect, Channel 2
0878    18-04-2017 07:38:10    Alarm Stop            Motion Detect, Channel 1
0879    18-04-2017 07:38:10    Alarm Stop            Motion Detect, Channel 3
0880    18-04-2017 07:38:46    Alarm Start           Motion Detect, Channel 3
0881    18-04-2017 07:38:46    Alarm Start           Motion Detect, Channel 1
0882    18-04-2017 07:38:47    Alarm Start           Motion Detect, Channel 2
0883    18-04-2017 07:38:48    Alarm Stop            Motion Detect, Channel 1
0884    18-04-2017 07:38:49    Alarm Stop            Motion Detect, Channel 3
0885    18-04-2017 07:38:49    Alarm Stop            Motion Detect, Channel 2
0886    18-04-2017 07:44:18    Alarm Start           Motion Detect, Channel 1
0887    18-04-2017 07:44:18    Alarm Start           Motion Detect, Channel 3
0888    18-04-2017 07:44:20    Alarm Stop            Motion Detect, Channel 1
0889    18-04-2017 07:44:22    Alarm Stop            Motion Detect, Channel 3
0890    18-04-2017 07:49:03    Alarm Start           Motion Detect, Channel 1
0891    18-04-2017 07:49:03    Alarm Start           Motion Detect, Channel 3
0892    18-04-2017 07:49:04    Alarm Stop            Motion Detect, Channel 1
0893    18-04-2017 07:49:05    Alarm Start           Motion Detect, Channel 1
0894    18-04-2017 07:49:05    Alarm Stop            Motion Detect, Channel 1
0895    18-04-2017 07:49:06    Alarm Start           Motion Detect, Channel 2
0896    18-04-2017 07:49:07    Alarm Stop            Motion Detect, Channel 2
0897    18-04-2017 07:49:08    Alarm Stop            Motion Detect, Channel 3
0898    18-04-2017 07:49:51    Log In                admin<Web:0.0.0.0>
0899    18-04-2017 07:49:59    Log In                admin<Web:0.0.0.0>
0900    18-04-2017 07:50:00    Log Out               admin<Web:0.0.0.0>
0901    18-04-2017 07:51:33    Log In                admin<Web:0.0.0.0>
0902    18-04-2017 07:51:34    Log Out               admin<Web:0.0.0.0>
0903    18-04-2017 07:52:00    Log In                admin<Web:0.0.0.0>
0904    18-04-2017 07:52:01    Log Out               admin<Web:0.0.0.0>
0905    18-04-2017 07:52:15    Log In                admin<Web:0.0.0.0>
0906    18-04-2017 07:52:17    Log Out               admin<Web:0.0.0.0>
0907    18-04-2017 07:56:15    Alarm Start           Motion Detect, Channel 2
0908    18-04-2017 07:56:16    Alarm Stop            Motion Detect, Channel 2
0909    18-04-2017 07:56:18    Alarm Start           Motion Detect, Channel 2
0910    18-04-2017 07:56:19    Alarm Stop            Motion Detect, Channel 2
0911    18-04-2017 07:56:22    Alarm Start           Motion Detect, Channel 2
0912    18-04-2017 07:56:23    Alarm Start           Motion Detect, Channel 3
0913    18-04-2017 07:56:24    Alarm Start           Motion Detect, Channel 1
0914    18-04-2017 07:56:25    Alarm Stop            Motion Detect, Channel 2
0915    18-04-2017 07:56:26    Alarm Stop            Motion Detect, Channel 1
0916    18-04-2017 07:56:26    Alarm Stop            Motion Detect, Channel 3
0917    18-04-2017 07:57:20    Alarm Start           Motion Detect, Channel 4
0918    18-04-2017 07:57:20    Alarm Stop            Motion Detect, Channel 4
0919    18-04-2017 07:57:22    Alarm Start           Motion Detect, Channel 4
0920    18-04-2017 07:57:23    Alarm Stop            Motion Detect, Channel 4
0921    18-04-2017 07:57:58    Alarm Start           Motion Detect, Channel 4
0922    18-04-2017 07:57:58    Alarm Stop            Motion Detect, Channel 4
0923    18-04-2017 07:58:12    Alarm Start           Motion Detect, Channel 4
0924    18-04-2017 07:58:13    Alarm Stop            Motion Detect, Channel 4
0925    18-04-2017 07:58:16    Alarm Start           Motion Detect, Channel 4
0926    18-04-2017 07:58:17    Alarm Stop            Motion Detect, Channel 4
0927    18-04-2017 07:58:32    Log Out               admin<Web:0.0.0.0>
0928    18-04-2017 07:58:34    Alarm Start           Motion Detect, Channel 4
0929    18-04-2017 07:58:34    Alarm Stop            Motion Detect, Channel 4
0930    18-04-2017 07:58:36    Alarm Start           Motion Detect, Channel 4
0931    18-04-2017 07:58:37    Alarm Stop            Motion Detect, Channel 4
0932    18-04-2017 07:58:42    Alarm Start           Motion Detect, Channel 4
0933    18-04-2017 07:58:42    Alarm Stop            Motion Detect, Channel 4
0934    18-04-2017 08:00:00    Log In                admin<Xm030:0.0.0.0>
0935    18-04-2017 08:00:36    Log Out               admin<Xm030:0.0.0.0>
0936    18-04-2017 08:02:16    Alarm Start           Motion Detect, Channel 2
0937    18-04-2017 08:02:16    Alarm Start           Motion Detect, Channel 3
0938    18-04-2017 08:02:17    Alarm Start           Motion Detect, Channel 1
0939    18-04-2017 08:02:17    Alarm Stop            Motion Detect, Channel 2
0940    18-04-2017 08:02:18    Alarm Start           Motion Detect, Channel 2
0941    18-04-2017 08:02:19    Alarm Stop            Motion Detect, Channel 1
0942    18-04-2017 08:02:19    Log In                admin<Web:0.0.0.0>
0943    18-04-2017 08:02:19    Alarm Start           Motion Detect, Channel 1
0944    18-04-2017 08:02:19    Alarm Stop            Motion Detect, Channel 2
0945    18-04-2017 08:02:21    Alarm Stop            Motion Detect, Channel 1
0946    18-04-2017 08:02:21    Alarm Stop            Motion Detect, Channel 3
0947    18-04-2017 08:02:27    Log In                admin<Web:0.0.0.0>
0948    18-04-2017 08:02:28    Log Out               admin<Web:0.0.0.0>
0949    18-04-2017 08:02:43    Export log            1425097156C96501FB4DE33A626A9D52(English)
0950    18-04-2017 08:03:05    Log Out               admin<Web:0.0.0.0>
0951    18-04-2017 08:05:35    Log In                admin<Web:0.0.0.0>
0952    18-04-2017 08:05:41    Log In                admin<Web:0.0.0.0>
0953    18-04-2017 08:05:42    Log Out               admin<Web:0.0.0.0>
0954    18-04-2017 08:06:06    Alarm Start           Motion Detect, Channel 2
0955    18-04-2017 08:06:06    Alarm Start           Motion Detect, Channel 3
0956    18-04-2017 08:06:07    Alarm Start           Motion Detect, Channel 1
0957    18-04-2017 08:06:07    Alarm Stop            Motion Detect, Channel 2
0958    18-04-2017 08:06:08    Alarm Stop            Motion Detect, Channel 1
0959    18-04-2017 08:06:08    Alarm Stop            Motion Detect, Channel 3
0960    18-04-2017 08:08:51    Log Out               admin<Web:0.0.0.0>
0961    18-04-2017 08:10:21    Alarm Start           Motion Detect, Channel 2
0962    18-04-2017 08:10:21    Alarm Start           Motion Detect, Channel 3
0963    18-04-2017 08:10:22    Alarm Start           Motion Detect, Channel 1
0964    18-04-2017 08:10:22    Alarm Stop            Motion Detect, Channel 2
0965    18-04-2017 08:10:23    Alarm Stop            Motion Detect, Channel 1
0966    18-04-2017 08:10:23    Alarm Stop            Motion Detect, Channel 3
0967    18-04-2017 08:14:34    Alarm Start           Motion Detect, Channel 3
0968    18-04-2017 08:14:34    Alarm Start           Motion Detect, Channel 1
0969    18-04-2017 08:14:36    Alarm Start           Motion Detect, Channel 2
0970    18-04-2017 08:14:36    Alarm Stop            Motion Detect, Channel 1
0971    18-04-2017 08:14:37    Alarm Stop            Motion Detect, Channel 3
0972    18-04-2017 08:14:38    Alarm Stop            Motion Detect, Channel 2
0973    18-04-2017 08:17:34    Alarm Start           Motion Detect, Channel 3
0974    18-04-2017 08:17:34    Alarm Start           Motion Detect, Channel 1
0975    18-04-2017 08:17:35    Alarm Start           Motion Detect, Channel 2
0976    18-04-2017 08:17:36    Alarm Stop            Motion Detect, Channel 1
0977    18-04-2017 08:17:37    Alarm Stop            Motion Detect, Channel 3
0978    18-04-2017 08:17:37    Alarm Stop            Motion Detect, Channel 2
0979    18-04-2017 08:18:09    Alarm Start           Motion Detect, Channel 2
0980    18-04-2017 08:18:10    Alarm Start           Motion Detect, Channel 3
0981    18-04-2017 08:18:11    Alarm Start           Motion Detect, Channel 1
0982    18-04-2017 08:18:11    Alarm Stop            Motion Detect, Channel 2
0983    18-04-2017 08:18:14    Alarm Stop            Motion Detect, Channel 1
0984    18-04-2017 08:18:14    Alarm Stop            Motion Detect, Channel 3
0985    18-04-2017 08:18:23    Alarm Start           Motion Detect, Channel 3
0986    18-04-2017 08:18:23    Alarm Start           Motion Detect, Channel 1
0987    18-04-2017 08:18:24    Alarm Stop            Motion Detect, Channel 1
0988    18-04-2017 08:18:25    Alarm Start           Motion Detect, Channel 2
0989    18-04-2017 08:18:26    Alarm Stop            Motion Detect, Channel 2
0990    18-04-2017 08:18:26    Alarm Stop            Motion Detect, Channel 3
0991    18-04-2017 08:19:33    Alarm Start           Motion Detect, Channel 2
0992    18-04-2017 08:19:33    Alarm Start           Motion Detect, Channel 3
0993    18-04-2017 08:19:34    Alarm Start           Motion Detect, Channel 1
0994    18-04-2017 08:19:34    Alarm Stop            Motion Detect, Channel 2
0995    18-04-2017 08:19:35    Alarm Stop            Motion Detect, Channel 1
0996    18-04-2017 08:19:36    Alarm Stop            Motion Detect, Channel 3
0997    18-04-2017 08:40:12    Log In                admin<Xm030:0.0.0.0>
0998    18-04-2017 08:40:35    Alarm Start           Motion Detect, Channel 2
0999    18-04-2017 08:40:36    Alarm Stop            Motion Detect, Channel 2
1000    18-04-2017 08:40:37    Alarm Start           Motion Detect, Channel 2
1001    18-04-2017 08:40:38    Alarm Start           Motion Detect, Channel 3
1002    18-04-2017 08:40:40    Alarm Stop            Motion Detect, Channel 2
1003    18-04-2017 08:40:41    Alarm Start           Motion Detect, Channel 1
1004    18-04-2017 08:40:41    Alarm Stop            Motion Detect, Channel 3
1005    18-04-2017 08:40:44    Alarm Stop            Motion Detect, Channel 1
1006    18-04-2017 09:02:03    Alarm Start           Motion Detect, Channel 3
1007    18-04-2017 09:02:05    Alarm Stop            Motion Detect, Channel 3
1008    18-04-2017 09:04:50    Alarm Start           Motion Detect, Channel 2
1009    18-04-2017 09:04:50    Alarm Start           Motion Detect, Channel 3
1010    18-04-2017 09:04:51    Alarm Start           Motion Detect, Channel 1
1011    18-04-2017 09:04:52    Alarm Stop            Motion Detect, Channel 2
1012    18-04-2017 09:04:53    Alarm Stop            Motion Detect, Channel 1
1013    18-04-2017 09:04:53    Alarm Stop            Motion Detect, Channel 3
1014    18-04-2017 09:05:46    Log Out               admin<Xm030:0.0.0.0>
1015    18-04-2017 09:11:07    Log In                admin<Xm030:0.0.0.0>
1016    18-04-2017 09:12:56    Alarm Start           Motion Detect, Channel 3
1017    18-04-2017 09:12:57    Alarm Stop            Motion Detect, Channel 3
1018    18-04-2017 09:13:07    Alarm Start           Motion Detect, Channel 3
1019    18-04-2017 09:13:09    Alarm Stop            Motion Detect, Channel 3
1020    18-04-2017 09:13:11    Alarm Start           Motion Detect, Channel 3
1021    18-04-2017 09:13:12    Alarm Stop            Motion Detect, Channel 3
1022    18-04-2017 09:13:22    Alarm Start           Motion Detect, Channel 3
1023    18-04-2017 09:13:26    Alarm Stop            Motion Detect, Channel 3
1024    18-04-2017 09:14:08    Alarm Start           Motion Detect, Channel 3
1025    18-04-2017 09:14:08    Alarm Stop            Motion Detect, Channel 3
1026    18-04-2017 09:14:10    Alarm Start           Motion Detect, Channel 3
1027    18-04-2017 09:14:12    Alarm Stop            Motion Detect, Channel 3
1028    18-04-2017 09:14:34    Alarm Start           Motion Detect, Channel 3
1029    18-04-2017 09:14:36    Alarm Start           Motion Detect, Channel 1
1030    18-04-2017 09:14:37    Alarm Stop            Motion Detect, Channel 3
1031    18-04-2017 09:14:38    Alarm Stop            Motion Detect, Channel 1
1032    18-04-2017 09:15:02    Log Out               admin<Xm030:0.0.0.0>
1033    18-04-2017 09:15:25    Log In                admin<Xm030:0.0.0.0>
1034    18-04-2017 09:18:21    Alarm Start           Motion Detect, Channel 1
1035    18-04-2017 09:18:21    Alarm Start           Motion Detect, Channel 3
1036    18-04-2017 09:18:22    Alarm Stop            Motion Detect, Channel 1
1037    18-04-2017 09:18:22    Alarm Stop            Motion Detect, Channel 3
1038    18-04-2017 09:20:09    Alarm Start           Motion Detect, Channel 2
1039    18-04-2017 09:20:10    Alarm Start           Motion Detect, Channel 3
1040    18-04-2017 09:20:11    Alarm Stop            Motion Detect, Channel 3
1041    18-04-2017 09:20:11    Alarm Start           Motion Detect, Channel 1
1042    18-04-2017 09:20:11    Alarm Stop            Motion Detect, Channel 2
1043    18-04-2017 09:20:12    Alarm Stop            Motion Detect, Channel 1
1044    18-04-2017 09:20:12    Alarm Start           Motion Detect, Channel 3
1045    18-04-2017 09:20:12    Alarm Stop            Motion Detect, Channel 3
1046    18-04-2017 09:23:30    Alarm Start           Motion Detect, Channel 1
1047    18-04-2017 09:23:30    Alarm Start           Motion Detect, Channel 2
1048    18-04-2017 09:23:30    Alarm Start           Motion Detect, Channel 3
1049    18-04-2017 09:23:30    Alarm Stop            Motion Detect, Channel 2
1050    18-04-2017 09:23:31    Alarm Stop            Motion Detect, Channel 1
1051    18-04-2017 09:23:32    Alarm Stop            Motion Detect, Channel 3
1052    18-04-2017 09:27:18    Alarm Start           Motion Detect, Channel 2
1053    18-04-2017 09:27:19    Alarm Start           Motion Detect, Channel 1
1054    18-04-2017 09:27:19    Alarm Stop            Motion Detect, Channel 2
1055    18-04-2017 09:27:20    Alarm Stop            Motion Detect, Channel 1
1056    18-04-2017 09:28:43    Alarm Start           Motion Detect, Channel 1
1057    18-04-2017 09:28:43    Alarm Start           Motion Detect, Channel 3
1058    18-04-2017 09:28:44    Alarm Start           Motion Detect, Channel 2
1059    18-04-2017 09:28:45    Alarm Stop            Motion Detect, Channel 1
1060    18-04-2017 09:28:46    Alarm Stop            Motion Detect, Channel 3
1061    18-04-2017 09:28:47    Alarm Stop            Motion Detect, Channel 2
1062    18-04-2017 09:33:31    Log In                admin<Web:0.0.0.0>
1063    18-04-2017 09:33:32    Log Out               admin<Web:0.0.0.0>
1064    18-04-2017 09:33:37    Log In                admin<Web:0.0.0.0>
1065    18-04-2017 09:33:37    Set Time              2017-04-18 09:33:46
1066    18-04-2017 09:33:46    save system state     2017-04-18 09:33:37(2)
1067    18-04-2017 09:33:53    Alarm Start           Motion Detect, Channel 3
1068    18-04-2017 09:33:56    Alarm Start           Motion Detect, Channel 2
1069    18-04-2017 09:33:58    Alarm Stop            Motion Detect, Channel 3
1070    18-04-2017 09:33:59    Alarm Stop            Motion Detect, Channel 2
1071    18-04-2017 09:34:00    Alarm Start           Motion Detect, Channel 2
1072    18-04-2017 09:34:00    Alarm Stop            Motion Detect, Channel 2
1073    18-04-2017 09:36:21    Log In                admin<Web:0.0.0.0>
1074    18-04-2017 09:36:22    Log Out               admin<Web:0.0.0.0>
1075    18-04-2017 09:36:36    Log In                admin<Web:0.0.0.0>
1076    18-04-2017 09:36:37    Log Out               admin<Web:0.0.0.0>
1077    18-04-2017 09:41:44    Log In                admin<Web:0.0.0.0>
1078    18-04-2017 09:41:50    Log Out               admin<Web:0.0.0.0>
1079    18-04-2017 09:42:04    Log In                admin<Web:0.0.0.0>
1080    18-04-2017 09:42:05    Log Out               admin<Web:0.0.0.0>
1081    18-04-2017 09:42:19    Log In                admin<Web:0.0.0.0>
1082    18-04-2017 09:42:20    Log Out               admin<Web:0.0.0.0>
1083    18-04-2017 09:42:32    Log Out               admin<Xm030:0.0.0.0>
1084    18-04-2017 09:42:35    Log In                admin<Web:0.0.0.0>
1085    18-04-2017 09:42:36    Log Out               admin<Web:0.0.0.0>
1086    18-04-2017 09:43:49    Log In                admin<Xm030:0.0.0.0>
1087    18-04-2017 09:46:41    Log Out               admin<Xm030:0.0.0.0>
1088    18-04-2017 09:48:31    Alarm Start           Motion Detect, Channel 3
1089    18-04-2017 09:48:31    Alarm Start           Motion Detect, Channel 1
1090    18-04-2017 09:48:32    Alarm Start           Motion Detect, Channel 2
1091    18-04-2017 09:48:33    Alarm Stop            Motion Detect, Channel 1
1092    18-04-2017 09:48:33    Alarm Stop            Motion Detect, Channel 3
1093    18-04-2017 09:48:33    Alarm Start           Motion Detect, Channel 3
1094    18-04-2017 09:48:34    Alarm Stop            Motion Detect, Channel 3
1095    18-04-2017 09:48:35    Alarm Stop            Motion Detect, Channel 2
1096    18-04-2017 09:56:50    Log Out               admin<Web:0.0.0.0>
1097    18-04-2017 09:56:51    Log In                admin<Web:0.0.0.0>
1098    18-04-2017 09:56:52    Set Time              2017-04-18 09:56:53
1099    18-04-2017 09:57:38    Log In                admin<Web:0.0.0.0>
1100    18-04-2017 09:57:39    Log Out               admin<Web:0.0.0.0>
1101    18-04-2017 09:57:53    Log In                admin<Web:0.0.0.0>
1102    18-04-2017 09:57:54    Log Out               admin<Web:0.0.0.0>
1103    18-04-2017 09:58:55    Log In                admin<Web:0.0.0.0>
1104    18-04-2017 09:59:00    Log Out               admin<Web:0.0.0.0>
1105    18-04-2017 09:59:18    Alarm Start           Motion Detect, Channel 1
1106    18-04-2017 09:59:19    Alarm Start           Motion Detect, Channel 3
1107    18-04-2017 09:59:21    Alarm Stop            Motion Detect, Channel 1
1108    18-04-2017 09:59:22    Alarm Start           Motion Detect, Channel 2
1109    18-04-2017 09:59:23    Alarm Stop            Motion Detect, Channel 2
1110    18-04-2017 09:59:23    Alarm Stop            Motion Detect, Channel 3
1111    18-04-2017 09:59:32    Log In                admin<Web:0.0.0.0>
1112    18-04-2017 09:59:33    Log Out               admin<Web:0.0.0.0>
1113    18-04-2017 10:00:00    Log In                admin<Web:0.0.0.0>
1114    18-04-2017 10:00:01    Log Out               admin<Web:0.0.0.0>
1115    18-04-2017 10:00:15    Log In                admin<Web:0.0.0.0>
1116    18-04-2017 10:00:16    Log Out               admin<Web:0.0.0.0>
1117    18-04-2017 10:00:20    Alarm Start           Motion Detect, Channel 3
1118    18-04-2017 10:00:20    Alarm Stop            Motion Detect, Channel 3
1119    18-04-2017 10:09:22    Alarm Start           Motion Detect, Channel 3
1120    18-04-2017 10:09:23    Alarm Start           Motion Detect, Channel 1
1121    18-04-2017 10:09:24    Alarm Stop            Motion Detect, Channel 1
1122    18-04-2017 10:09:24    Alarm Stop            Motion Detect, Channel 3
1123    18-04-2017 10:09:24    Alarm Start           Motion Detect, Channel 2
1124    18-04-2017 10:09:25    Alarm Stop            Motion Detect, Channel 2
1125    18-04-2017 10:16:31    Alarm Start           Motion Detect, Channel 2
1126    18-04-2017 10:16:31    Alarm Stop            Motion Detect, Channel 2
1127    18-04-2017 10:16:32    Alarm Start           Motion Detect, Channel 3
1128    18-04-2017 10:16:33    Alarm Start           Motion Detect, Channel 2
1129    18-04-2017 10:16:34    Alarm Stop            Motion Detect, Channel 2
1130    18-04-2017 10:16:37    Alarm Stop            Motion Detect, Channel 3
1131    18-04-2017 10:16:53    Log Out               admin<Web:0.0.0.0>
1132    18-04-2017 10:20:53    Alarm Start           Motion Detect, Channel 1
1133    18-04-2017 10:20:53    Alarm Stop            Motion Detect, Channel 1
1134    18-04-2017 10:20:55    Alarm Start           Motion Detect, Channel 3
1135    18-04-2017 10:20:55    Alarm Start           Motion Detect, Channel 1
1136    18-04-2017 10:20:56    Alarm Stop            Motion Detect, Channel 1
1137    18-04-2017 10:20:58    Alarm Start           Motion Detect, Channel 2
1138    18-04-2017 10:20:58    Alarm Stop            Motion Detect, Channel 2
1139    18-04-2017 10:20:59    Alarm Stop            Motion Detect, Channel 3
1140    18-04-2017 10:25:24    Alarm Start           Motion Detect, Channel 3
1141    18-04-2017 10:25:25    Alarm Stop            Motion Detect, Channel 3
1142    18-04-2017 10:37:33    Alarm Start           Motion Detect, Channel 1
1143    18-04-2017 10:37:33    Alarm Start           Motion Detect, Channel 3
1144    18-04-2017 10:37:34    Alarm Stop            Motion Detect, Channel 1
1145    18-04-2017 10:37:35    Alarm Stop            Motion Detect, Channel 3
1146    18-04-2017 10:47:26    Alarm Start           Motion Detect, Channel 3
1147    18-04-2017 10:47:26    Alarm Stop            Motion Detect, Channel 3
1148    18-04-2017 10:47:53    Alarm Start           Motion Detect, Channel 2
1149    18-04-2017 10:47:54    Alarm Start           Motion Detect, Channel 3
1150    18-04-2017 10:47:54    Alarm Stop            Motion Detect, Channel 3
1151    18-04-2017 10:47:54    Alarm Start           Motion Detect, Channel 1
1152    18-04-2017 10:47:55    Alarm Stop            Motion Detect, Channel 2
